189702078958927872,2000,32, ,34,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '242612484962254850': 0, '110373943822540800': 0, '346811760516399104': 4, '301545824339492874': 4, '265064978740936705': 0, '351976652873531392': 4, '330072507656699904': 4, '356311332099850240': 4}",
229344744206106624,2000,32, ,13,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
285214538025140224,2000,32, ,7,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
289643459944513537,2000,32, ,773,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '220503339773722624': 0}",
254376882630295552,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
138046706452398080,2000,32, ,1560,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '344495402621599744': 0, '220503339773722624': 0}",
117407828703969285,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
181218635564580873,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '301545824339492874': 4}",
255810845634854912,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
199640647198703621,2000,32, ,399,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '344495402621599744': 4, '220503339773722624': 0}",
304466687766298624,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
172002275412279296,2000,32, ,72,"{'311630847969198082': 2, '236997924427530241': 0, '288255618341666827': 0, '344495402621599744': 4, '110373943822540800': 0, '346576343934173184': 4, '301545824339492874': 4, '351976652873531392': 4, '326411651115122699': 4, '342279413481603072': 4, '356311332099850240': 4}",
295594533868142592,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
88057082737082368,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
228975286123888650,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
253741720464916485,2000,32, ,68,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
302209918499553280,2000,32, ,63,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
267357476012163073,2010,32, ,15201,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '344495402621599744': 0, '220503339773722624': 0}",
141250907399651328,2000,32, ,33,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
275989054082777088,200,2017-09-13, ,6035,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
288715359048040449,400000000001,32, ,2089,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '344495402621599744': 0}",
222820128734183435,300000000000002000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
271259290415792129,20000,2017-08-21, ,32890,"{'311630847969198082': 6, '236997924427530241': 6, '288255618341666827': 6, '327175434754326539': 6, '242612484962254850': 6, '344495402621599744': 6, '265064978740936705': 6, '220503339773722624': 6}","too sexy (warning #2) by Necro#6714 on server The Land of Shadow,stop being that sexy by Necro#6714 on server The Discord of discordness"
235142713123667978,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
203015871378096128,1001000400,2017-08-30, ,10791,"{'311630847969198082': 0, '236997924427530241': 4, '288255618341666827': 0, '344495402621599744': 4, '220503339773722624': 4}",
218447974554927105,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
272435775436619776,0,2017-09-11, ,12529,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '344495402621599744': 4}",
275815305660596225,999999999999910012345680073639642,2017-08-29, ,2083,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '344495402621599744': 5, '220503339773722624': 0}",
183633612925698048,2000,32, ,107,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
288366977011941376,-1864999938250013754982751000,32, ,11,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
272426220397002753,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
195244363339530240,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '110373943822540800': 0, '290512140920684545': 0, '301545824339492874': 0, '351976652873531392': 0, '330072507656699904': 4, '326411651115122699': 0, '353713470832640012': 0, '342279413481603072': 0, '356311332099850240': 0}",
286119430067322881,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
147855072498286592,2000,32, ,42,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
236218155632951296,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
266105811049250816,1700,2017-08-29, ,1032,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
258728099192111105,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
284230641115987978,2000,32, ,990,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0, '344495402621599744': 0, '220503339773722624': 0}",
284570647177199616,2000,32, ,21,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
223773695359844352,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
275660874876977165,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
213871717272125440,2000,32, ,0,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
280686912107315200,2000,32, ,13,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
281647157877014528,2000,32, ,51,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
194870932341260290,2000,32, ,6,"{'311630847969198082': 0, '236997924427530241': 0, '288255618341666827': 0}",
237663627795103744,200,32,,0,{'236997924427530241': 0},
164621404497641472,200,32,,4110,"{'236997924427530241': 0, '288255618341666827': 0, '344495402621599744': 0, '110373943822540800': 0, '220503339773722624': 0}",
247241891186343937,200,32,,0,{'236997924427530241': 0},
274375068203614219,200,32,,283,{'236997924427530241': 0},
239477576450572288,3453453453,2017-08-19,,3705,"{'236997924427530241': 0, '288255618341666827': 0, '220503339773722624': 0, '344495402621599744': 0, '327175434754326539': 0}",",Making salacious comments by Necro#6714 on server The Discord of discordness"
273776052680130561,200,32,,0,{'327175434754326539': 0},
249287275978948608,200,32,,5973,{'327175434754326539': 0},
339033299752058880,200,32,,0,{'327175434754326539': 0},
227474326251765760,200,32,,7329,"{'327175434754326539': 0, '242612484962254850': 5, '265064978740936705': 0}",
339038915979902977,200,32,,0,{'327175434754326539': 0},
339040011091443712,200,32,,0,{'327175434754326539': 0},
339041205973155840,200,32,,212,{'327175434754326539': 0},
259250649143836672,200,32,,0,{'288255618341666827': 0},
325404820347420672,200,32,,0,{'288255618341666827': 0},
332590568456847360,200,32,,0,{'327175434754326539': 0},
339264129065811968,200,32,,0,{'327175434754326539': 0},
339330190742126595,200,32,,0,{'311630847969198082': 0},
299225106545246209,200,32,,2630,"{'327175434754326539': 0, '265064978740936705': 0}",
323453597167910912,200,32,,0,{'327175434754326539': 0},
339149260748619787,200,32,,1664,{'327175434754326539': 0},
170960908972064768,200,32,,9,{'327175434754326539': 0},
302710417313234944,200,32,,0,{'327175434754326539': 0},
340247336959606786,200,32,,18,{'327175434754326539': 0},
252766865724538880,160,32,Best Herald,12602,{'327175434754326539': 2},
294892912200908800,200,32,,93,{'327175434754326539': 0},
339126471970783234,200,32,,0,{'327175434754326539': 0},
327354503563051011,300,32,,781,"{'327175434754326539': 0, '236997924427530241': 0}",
339916483452862465,200,32,,0,{'327175434754326539': 0},
249213262502166528,200,32,,749,{'327175434754326539': 0},
244606741281636352,200,32,,1329,"{'327175434754326539': 0, '265064978740936705': 0}",
240106636268535809,200,32,,5,"{'327175434754326539': 0, '265064978740936705': 0}",
339070968796545026,200,32,,0,{'327175434754326539': 0},
227010338338504706,200,32,,0,{'327175434754326539': 0},
212278816167428096,200,32,,0,{'327175434754326539': 0},
192097451849547776,200,32,,0,{'327175434754326539': 0},
239091283057049601,200,32,,0,{'327175434754326539': 0},
274332514850570251,200,32,,1043,{'327175434754326539': 0},",asking too many stupid questions by Necro#6714 on server Edain Community"
213992889837944832,200,32,,0,{'327175434754326539': 0},
339973650738446336,200,32,,3,{'236997924427530241': 0},
272032277825847317,200,32,,3782,{'327175434754326539': 0},
263066894909571095,200,32,,0,{'327175434754326539': 0},
341007299663626241,200,32,,0,{'327175434754326539': 0},
110605469613072384,200,32,,1854,{'327175434754326539': 0},
319036965213437953,200,32,,0,{'327175434754326539': 0},
273611391653380096,200,32,,0,{'327175434754326539': 0},
287579454258282506,200,32,,0,{'327175434754326539': 0},
121448451987734528,200,32,,0,"{'242612484962254850': 0, '265064978740936705': 0}",
143209616103178241,400,31,,10565,{'242612484962254850': 0},
153594829031473152,200,32,,525,{'242612484962254850': 0},
176777748046413826,200,32,,0,{'242612484962254850': 0},
186652949852848128,200,32,,0,{'242612484962254850': 0},
208376061828792320,200,32,,4313,{'242612484962254850': 0},
225354383955722243,200,32,The Lord of Lembas,2830,"{'242612484962254850': 4, '327175434754326539': 0, '265064978740936705': 0, '220503339773722624': 0}",
243458109002088449,200,32,Necro's Dad,1036,"{'242612484962254850': 0, '265064978740936705': 5}",
243750639694381057,200,32,,13,{'242612484962254850': 0},
243754309454397440,200,32,,2112,{'242612484962254850': 0},
243757378883944465,200,32,,0,{'242612484962254850': 0},
243795697802018816,200,32,,0,{'242612484962254850': 0},
244219505428004865,200,32,,642,"{'242612484962254850': 0, '265064978740936705': 4, '327175434754326539': 0}",
244242936991186944,200,32,,1673,{'242612484962254850': 0},
249315976280014851,200,32,,673,{'242612484962254850': 0},
281353818963312642,200,32,,0,{'242612484962254850': 0},
310447540430438410,200,32,,2,{'242612484962254850': 0},
312933857437417483,200,2017-08-16,,2993,{'242612484962254850': 0},
341390927815770115,200,32,,0,{'327175434754326539': 0},
150363245679476736,200,32,,0,{'327175434754326539': 0},
239705480958705665,200,32,,124,"{'327175434754326539': 0, '220503339773722624': 0}",
264521173390327808,200,32,,0,{'327175434754326539': 0},
342668285260595201,200,32,,554,{'327175434754326539': 0},
258235873580023808,200,32,,33,{'327175434754326539': 0},
292342188229132288,200,32,,467,{'327175434754326539': 0},
155149108183695360,200,32,,0,"{'242612484962254850': 0, '224291501478379530': 0, '110373943822540800': 0, '301545824339492874': 0, '350029020739534859': 0, '351251478524067850': 0, '351976652873531392': 0, '330072507656699904': 4, '337950174204657675': 0, '236997924427530241': 0, '356311332099850240': 0}",
145416981481259008,200,32,,131,{'327175434754326539': 0},
138881969185357825,200,32,,53,"{'311630847969198082': 0, '110373943822540800': 0}",
178808635802124288,200,32,,0,{'327175434754326539': 0},
157962050469888001,200,32,,577,{'327175434754326539': 0},
343873076200603650,200,32,,4,{'327175434754326539': 0},
343922051750559754,200,32,,0,{'327175434754326539': 0},
303024799117213707,200,32,,36,{'327175434754326539': 0},
344047191473782784,200,32,,0,{'327175434754326539': 0},
282799476521828353,200,32,,51,{'327175434754326539': 0},
336575587982508032,200,32,,0,{'327175434754326539': 0},
344084999663779851,200,32,,0,{'327175434754326539': 0},
340881995590795284,200,32,,0,{'327175434754326539': 0},
269167376593846273,200,32,,6,{'327175434754326539': 0},
268305917039083520,200,32,,0,{'327175434754326539': 0},
268850214364905475,200,32,,225,{'327175434754326539': 0},
206774500606476288,200,32,,0,{'327175434754326539': 0},
344171562015916054,200,32,,0,{'327175434754326539': 0},
280140025729908737,200,32,,0,{'327175434754326539': 0},
344215774501797898,200,32,,0,{'327175434754326539': 0},
214406551014866944,200,32,,1919,{'327175434754326539': 0},
80528701850124288,200,,,0,"{'311630847969198082': 0, '110373943822540800': 0, '356311332099850240': 0}",
248153766560268288,200,,,0,{'327175434754326539': 0},
262947299813097473,200,,,180,{'327175434754326539': 0},
339439319368466432,200,,,1760,{'327175434754326539': 0},
343831376023257088,200,,,77,{'327175434754326539': 0},
328521482198188035,200,,,0,{'327175434754326539': 0},
258823479619485696,200,,,44,{'327175434754326539': 0},
329449229695057920,200,,,0,{'327175434754326539': 0},
238003348748500995,200,,,0,{'327175434754326539': 0},
345691857524621313,200,,,0,{'327175434754326539': 0},
339042781521772544,200,,,0,{'327175434754326539': 0},
208675935409405953,200,,,6,{'327175434754326539': 0},
340654916697849856,200,,,698,{'327175434754326539': 0},
219554819042574336,200,,,2,{'327175434754326539': 0},
332887115065196554,200,,,72,{'327175434754326539': 0},
224244353940324352,200,,,0,{'327175434754326539': 0},
345960165939478538,200,,,0,{'327175434754326539': 0},
346010249158721538,200,,,0,{'327175434754326539': 0},
227871681996128257,200,,,0,{'327175434754326539': 0},
346029559340335106,200,,,0,{'327175434754326539': 0},
182095440424992770,200,,,0,{'327175434754326539': 0},
346183220787806219,200,,,0,{'327175434754326539': 0},
345957173022687242,200,,,0,{'327175434754326539': 0},
346238769357389826,200,,,0,{'327175434754326539': 0},
263383441234460675,200,,,169,{'327175434754326539': 0},
340534755642572800,200,,,0,{'327175434754326539': 0},
320196967567196161,200,,,0,{'327175434754326539': 0},
346324901109694465,200,,,0,{'327175434754326539': 0},
305845233457954816,200,,,0,{'327175434754326539': 0},
269911767264526339,200,,,0,{'327175434754326539': 0},
341168928656982028,200,,,120,{'327175434754326539': 0},
300757877508014081,200,,,0,{'327175434754326539': 0},
346712161059471362,200,,,0,{'327175434754326539': 0},
279268560864411648,200,,,0,{'327175434754326539': 0},
142267246226571264,200,,,0,{'327175434754326539': 0},
220616341881749504,19600,2017-08-14,,790,"{'311630847969198082': 0, '224291501478379530': 5}",",il est pas gentil 😭 by Necro#6714 on server NecroBot Server"
273533402110492675,200,,,0,{'327175434754326539': 0},
207060260572233729,200,,,0,{'327175434754326539': 0},
247283454440374274,200,,,0,"{'236997924427530241': 4, '288255618341666827': 0, '344495402621599744': 0, '110373943822540800': 0, '346576343934173184': 0, '301545824339492874': 0, '351251478524067850': 0, '356311332099850240': 0}",
277219382617440256,270,,,1595,{'327175434754326539': 0},
244576570981744640,200,,,0,{'327175434754326539': 0},
246045568915210250,200,,,0,{'224291501478379530': 0},
267720465441619978,200,,,0,{'224291501478379530': 0},
199162733801897984,200,,,0,{'224291501478379530': 0},
275538759146143744,200,,,34,{'224291501478379530': 0},
305070220127633418,200,,,0,{'224291501478379530': 0},
115385224119975941,200,,,0,"{'224291501478379530': 0, '110373943822540800': 0, '301545824339492874': 0, '330072507656699904': 4, '342279413481603072': 0, '324906199160193025': 4}",
272082015489097730,200,,,0,{'224291501478379530': 0},
294852967415152650,200,,,0,{'224291501478379530': 0},
240126421538701314,200,,,0,{'224291501478379530': 0},
231829300536410112,200,,,8,{'224291501478379530': 0},
295815212358041610,200,,,0,{'224291501478379530': 0},
207960502779904000,200,,,0,{'224291501478379530': 0},
224601018833305612,200,,,0,{'224291501478379530': 4},
283994041195167744,200,,,0,{'224291501478379530': 0},
296311120145416192,200,,,0,{'224291501478379530': 0},
189121589692989441,200,,,0,{'224291501478379530': 0},
250259572982284299,200,,,0,{'224291501478379530': 0},
204659697947508736,200,,,0,{'224291501478379530': 0},
228240870003048449,200,,,0,{'224291501478379530': 0},
325915915050942465,200,,,0,{'224291501478379530': 0},
283947679728402432,200,,,0,{'224291501478379530': 0},
208924290609971200,200,,,13,{'224291501478379530': 0},
331163074545451016,200,,,18,{'224291501478379530': 0},
263015919314272256,200,,,0,{'224291501478379530': 0},
270216657308221441,200,,,0,{'224291501478379530': 0},
258639144740192257,200,,,0,{'224291501478379530': 0},
296322610206081026,200,,,0,{'224291501478379530': 0},
181711651530211328,200,,,0,{'224291501478379530': 4},
250682187052089344,200,,,0,{'224291501478379530': 0},
153569922788622336,200,,,0,{'224291501478379530': 0},
319870058803232778,200,,,0,{'224291501478379530': 0},
300344195258777601,200,,,0,"{'224291501478379530': 0, '110373943822540800': 0}",
268853808656809984,200,,,0,{'224291501478379530': 0},
191683603627769856,200,,,0,{'224291501478379530': 4},
317041597974052864,200,,,11,{'224291501478379530': 4},
317664607944572948,200,,,0,{'224291501478379530': 0},
225281954231222272,200,,,0,{'224291501478379530': 0},
295589462384312342,200,,,0,{'224291501478379530': 0},
212316411412873226,200,,,203,{'224291501478379530': 0},
171394861298221068,200,,,0,{'224291501478379530': 0},
308146369745518602,200,,,7,{'224291501478379530': 0},
278640229299257346,200,,,0,{'224291501478379530': 0},
143792384256376832,200,,,0,{'224291501478379530': 0},
270273229937967105,200,,,0,{'224291501478379530': 0},
292005010743623694,200,,,50,{'224291501478379530': 0},
212626419161890817,200,,,0,{'224291501478379530': 0},
200279886907179008,200,,,0,{'224291501478379530': 0},
192322110427889665,200,,,168,{'224291501478379530': 4},
296602923423629312,200,,,0,{'224291501478379530': 0},
279977180707028992,200,,,0,{'224291501478379530': 0},
214871023026307072,200,,,0,{'224291501478379530': 0},
241564645285036034,200,,,0,{'224291501478379530': 0},
328584095741509632,200,,,0,{'224291501478379530': 0},
260530834585550848,200,,,0,{'224291501478379530': 0},
331824804086677509,200,,,0,{'224291501478379530': 0},
298136532332707842,200,,,0,{'224291501478379530': 0},
175727539103334400,200,,,0,{'224291501478379530': 0},
271555151938977792,200,,,0,{'224291501478379530': 0},
99903399465598976,200,,,0,{'224291501478379530': 0},
324584271945924610,200,,,0,{'224291501478379530': 0},
298525264919527424,200,,,26,{'224291501478379530': 0},
221305416292761601,200,,,0,{'224291501478379530': 0},
267240487709048833,200,,,0,{'224291501478379530': 0},
271314736056893440,200,,,0,{'224291501478379530': 0},
286530507703844865,200,,,0,{'224291501478379530': 0},
185068108069732353,200,,,0,{'224291501478379530': 0},
191686851646455809,200,,,0,{'224291501478379530': 0},
206420593325768707,200,,,0,{'224291501478379530': 0},
267973095317307392,200,,,0,{'224291501478379530': 0},
263759748418109440,200,,,232,{'224291501478379530': 0},
270214118676496384,200,,,0,{'224291501478379530': 0},
306843901828792320,200,,,0,{'224291501478379530': 0},
283342924085723139,200,,,0,{'224291501478379530': 0},
195092016437133312,200,,,0,{'224291501478379530': 4},
266606433775255563,200,,,0,{'224291501478379530': 0},
340569690579402783,200,,,0,{'224291501478379530': 0},
298740484132831232,200,,,0,{'224291501478379530': 0},
126204483263791104,200,,,0,{'224291501478379530': 0},
226635128401690624,200,,,107,{'224291501478379530': 4},
150300454708838401,200,,,0,"{'224291501478379530': 4, '110373943822540800': 0, '301545824339492874': 4, '337950174204657675': 0}",
289468256388120586,200,,,0,{'224291501478379530': 0},
325323717905219598,200,,,2,{'224291501478379530': 0},
278529339450982401,200,,,0,{'224291501478379530': 0},
173426223945482240,200,,,0,{'224291501478379530': 0},
297640799389220865,200,,,0,{'224291501478379530': 0},
319869890456584212,200,,,0,{'224291501478379530': 0},
204549816976539650,200,,,6,{'224291501478379530': 0},
337679129669271553,200,,,0,{'224291501478379530': 0},
283296979876970496,200,,,0,{'224291501478379530': 0},
215506934210625539,200,,,5,{'224291501478379530': 0},
182496566379151361,200,,,0,{'224291501478379530': 0},
169492425256075264,200,,,2,{'224291501478379530': 0},
244948008561541120,200,,,0,{'224291501478379530': 0},
124121262308982784,200,,,0,{'224291501478379530': 0},
270216508582395904,200,,,0,{'224291501478379530': 0},
270254388747042817,200,,,0,{'224291501478379530': 0},
141605378226913280,200,,,0,{'224291501478379530': 0},
173569835651956736,200,,,0,{'224291501478379530': 0},
277912751173795841,200,,,0,{'224291501478379530': 0},
279278911878201346,200,,,0,{'224291501478379530': 0},
152069569643544576,200,,,0,{'224291501478379530': 0},
254987972913397761,200,,,0,{'224291501478379530': 0},
277455990125887489,200,,,0,{'224291501478379530': 0},
221706128680026112,200,,,0,{'224291501478379530': 0},
282626365558095872,200,,,0,{'224291501478379530': 0},
262247752614805504,200,,,0,{'224291501478379530': 0},
277423430410829824,200,,,0,{'224291501478379530': 0},
280309734324568064,200,,,0,{'224291501478379530': 0},
191799176806400000,200,,,0,{'224291501478379530': 0},
230690456353243136,200,,,154,{'224291501478379530': 0},
298154519676846082,200,,,0,{'224291501478379530': 0},
274871204178034688,200,,,0,{'224291501478379530': 0},
338701293642055681,200,,,0,{'224291501478379530': 0},
236802771381125120,200,,,0,"{'224291501478379530': 0, '110373943822540800': 0}",
266657015626072074,200,,,0,{'224291501478379530': 0},
125327280326180864,200,,,0,{'224291501478379530': 0},
191934070513467392,200,,,0,{'224291501478379530': 0},
183945960580317185,200,,,0,{'224291501478379530': 0},
283344881131454465,200,,,0,{'224291501478379530': 0},
257598563201187850,200,,,0,{'224291501478379530': 0},
308211950146289665,200,,,0,{'224291501478379530': 0},
248537932384698369,200,,,0,{'224291501478379530': 0},
272700916547715073,200,,,0,{'224291501478379530': 0},
278940209868046346,200,,,0,{'224291501478379530': 0},
298792410584973312,200,,,0,{'224291501478379530': 0},
325323255105978368,200,,,12,{'224291501478379530': 0},
271685546454155264,200,,,0,{'224291501478379530': 0},
270220976921378816,200,,,0,{'224291501478379530': 0},
263700821353562122,200,,,0,{'224291501478379530': 0},
267593641315401728,200,,,0,{'224291501478379530': 0},
309019141153751041,200,,,0,{'224291501478379530': 0},
331006539001495552,200,,,0,{'224291501478379530': 0},
216180144740630530,200,,,0,{'224291501478379530': 0},
244424884879360000,200,,,0,{'224291501478379530': 0},
176697499619164160,200,,,19,{'224291501478379530': 0},
288673962789961729,200,,,0,{'224291501478379530': 0},
306804285256237056,200,,,0,{'224291501478379530': 0},
270194078933581824,200,,,0,{'224291501478379530': 0},
149177462964617216,200,,,0,{'224291501478379530': 0},
292980380598796290,200,,,0,{'224291501478379530': 0},
264335766216376320,200,,,0,{'224291501478379530': 0},
247013573685936133,200,,,0,{'224291501478379530': 0},
287156296510341120,200,,,0,{'224291501478379530': 0},
318413404127625218,200,,,0,{'224291501478379530': 0},
276310983008583685,200,,,0,{'224291501478379530': 0},
252506830406811648,200,,,0,{'224291501478379530': 0},
260112814813741056,200,,,0,{'224291501478379530': 0},
293283736693243904,200,,,59,{'224291501478379530': 0},
258602578168774656,200,,,0,{'224291501478379530': 0},
332852169541812225,200,,,0,{'224291501478379530': 0},
227074908188966912,200,,,0,{'224291501478379530': 0},
275628168000438272,200,,,0,{'224291501478379530': 0},
226003118310162432,200,,,0,{'224291501478379530': 0},
286552847041167360,200,,,0,{'224291501478379530': 0},
203277011530022913,200,,,0,{'224291501478379530': 0},
243086413896220674,200,,,0,{'224291501478379530': 0},
292758715252342788,200,,,0,{'224291501478379530': 0},
303974691415261186,200,,,0,{'224291501478379530': 0},
176702047897255937,200,,,0,{'224291501478379530': 0},
278299544154931200,200,,,0,{'224291501478379530': 0},
264373126433996801,200,,,0,{'224291501478379530': 0},
254743921584766989,200,,,0,{'224291501478379530': 0},
191587668193312775,200,,,0,{'224291501478379530': 0},
201117140776910848,200,,,0,{'224291501478379530': 0},
241567042187165696,200,,,0,{'224291501478379530': 0},
217270120718794753,200,,,13,{'224291501478379530': 0},
267405690883145729,200,,,0,{'224291501478379530': 0},
278921914934755328,200,,,0,{'224291501478379530': 0},
289857405569728516,200,,,98,{'224291501478379530': 0},
178956042674110464,200,,,0,{'224291501478379530': 0},
78423204544131072,200,,,0,{'224291501478379530': 0},
320850722340077579,200,,,0,{'224291501478379530': 0},
303101554712641537,200,,,24,{'224291501478379530': 0},
257604915583516672,200,,,0,{'224291501478379530': 0},
156027708097298432,200,,,0,{'224291501478379530': 0},
268849838173585411,200,,,0,{'224291501478379530': 0},
304281636449812480,200,,,3,{'224291501478379530': 0},
226404386157494272,200,,,0,{'224291501478379530': 0},
326742077335666694,200,,,0,{'224291501478379530': 0},
267028229905186817,200,,,0,{'224291501478379530': 0},
320564040495529984,200,,,0,{'224291501478379530': 0},
224293937857167360,200,,,0,{'224291501478379530': 0},
211857729596162049,200,,,0,{'224291501478379530': 0},
191682349585530880,200,,,0,{'224291501478379530': 0},
272725740909232128,200,,,0,{'224291501478379530': 0},
292953664492929025,200,,,0,"{'224291501478379530': 0, '110373943822540800': 0, '346576343934173184': 0, '351976652873531392': 0, '342279413481603072': 0, '356311332099850240': 0}",
221336771164635137,200,,,0,{'224291501478379530': 0},
238724702837800960,200,,,4,{'224291501478379530': 0},
277199780558667779,200,,,6,{'224291501478379530': 0},
292606853848760320,200,,,3,{'224291501478379530': 0},
225728678561185792,200,,,0,{'224291501478379530': 0},
220616283450769408,200,,,0,{'224291501478379530': 0},
186159844678565888,200,,,0,{'224291501478379530': 0},
181986129011146752,200,,,0,"{'224291501478379530': 0, '110373943822540800': 0, '301545824339492874': 0, '350029020739534859': 0, '356311332099850240': 0}",
253586578713214976,200,,,0,{'224291501478379530': 0},
322643758149664779,200,,,0,{'224291501478379530': 0},
265881387205132289,200,,,0,{'224291501478379530': 0},
341759253318598656,200,,,0,{'224291501478379530': 0},
256576022705602561,200,,,0,{'224291501478379530': 0},
263697558499622931,200,,,0,{'224291501478379530': 0},
224607193108971530,200,,,0,{'224291501478379530': 4},
226016248683560960,200,,,0,{'224291501478379530': 0},
290091879721074688,200,,,0,{'224291501478379530': 0},
311917367431004161,200,,,0,{'224291501478379530': 0},
230681656489541632,200,,,0,{'224291501478379530': 0},
211067801417285632,200,,,0,{'224291501478379530': 0},
